Staff_ID,Last_Name,First_Name,Current_Team,Role,Primary_Group,Salary,Player_Development,Young_Player_Development,Motivation,Discipline,Play_Calling,Strength_Training,Conditioning,Offensive_Style,Offensive_Plays,Defensive_Front,Scouting_Ability,Interviewing,Age,Retired,Years_on_Contract,Suitable_Head_Coach,Suitable_Offensive_Coordinator,Suitable_Defensive_Coordinator,Suitable_Assistant_Coach,Suitable_Strength_Coordinator
51,Hackett,Nathaniel,99,None,Quarterbacks,0,50,97,40,1,11,0,0,3,67,0,77,12,91,1,0,39,54,0,65,0
52,Pettine,Mike,99,None,Secondary,0,81,8,17,47,19,0,0,0,0,2,53,65,102,1,0,39,0,39,36,0
53,Mennenga,Shawn,99,None,Linebackers,0,39,34,0,17,19,0,0,0,0,2,4,29,99,1,0,17,0,22,28,0
54,Gizzi,Chris,99,None,Strength,0,0,0,0,0,0,34,59,0,0,0,0,0,95,1,0,0,0,0,0,42
55,Reich,Frank,99,None,Quarterbacks,0,0,0,0,13,34,0,0,5,63,0,18,73,109,1,0,11,14,0,12,0
56,Sirianni,Nick,99,None,Wide Receivers,0,86,62,0,18,27,0,0,5,58,0,35,55,89,1,0,34,49,0,57,0
57,Eberflus,Matt,99,None,Linebackers,0,87,61,26,26,54,0,0,0,0,4,33,14,100,1,0,37,0,54,51,0
58,Ventrone,Raymond,99,None,Secondary,0,0,62,72,34,23,0,0,0,0,4,51,69,88,1,0,46,0,35,45,0
59,Jones,Rusty,99,None,Strength,0,0,0,0,0,0,32,35,0,0,0,0,0,117,1,0,0,0,0,0,37
60,Marrone,Doug,99,None,Offensive Linemen,0,39,15,29,62,9,0,0,6,58,0,24,57,106,1,0,34,20,0,26,0
61,Gruden,Jay,99,None,Quarterbacks,0,28,16,34,43,50,0,0,6,58,0,67,33,103,1,0,30,37,0,27,0
62,Wash,Todd,99,None,Defensive Linemen,0,38,85,19,34,59,0,0,0,0,3,58,26,102,1,0,34,0,55,57,0
63,DeCamillis,Joe,99,None,Wide Receivers,0,7,22,45,11,48,0,0,6,58,0,20,46,105,1,0,26,23,0,21,0
64,Myslinski,Tom,99,None,Strength,0,0,0,0,0,0,41,73,0,0,0,0,0,102,1,0,0,0,0,0,54
65,Reid,Andy,99,None,Quarterbacks,0,65,51,77,74,24,0,0,4,58,0,35,27,112,1,0,60,40,0,48,0
66,Bieniemy,Eric,99,None,Running Backs,0,62,80,72,53,46,0,0,4,59,0,33,64,101,1,0,60,55,0,63,0
67,Spagnuolo,Steve,99,None,Secondary,0,51,31,69,41,20,0,0,0,0,4,41,85,111,1,0,56,0,37,46,0
68,Toub,Dave,99,None,Defensive Linemen,0,79,21,40,61,60,0,0,0,0,4,27,61,108,1,0,48,0,44,38,0
69,Rubin,Barry,99,None,Strength,0,0,0,0,0,0,0,29,0,0,0,0,0,113,1,0,0,0,0,0,17
70,Flores,Brian,99,None,Linebackers,0,56,81,0,0,9,0,0,0,0,1,81,6,89,1,0,22,0,50,56,0
71,Gailey,Chan,99,None,Wide Receivers,0,35,25,51,48,3,0,0,3,60,0,64,55,118,1,0,41,30,0,33,0
72,Boyer,Josh,99,None,Secondary,0,44,14,35,22,14,0,0,0,0,1,70,51,93,1,0,31,0,33,30,0
73,Crossman,Danny,99,None,Secondary,0,70,4,80,26,74,0,0,1,61,1,49,85,103,1,0,57,48,0,35,0
74,Puloka,Dave,99,None,Strength,0,0,0,0,0,0,4,28,0,0,0,0,0,92,1,0,0,0,0,0,16
75,Zimmer,Mike,99,None,Linebackers,0,23,70,26,90,17,0,0,0,0,3,28,69,114,1,0,43,0,35,50,0
76,Kubiak,Gary,99,None,Quarterbacks,0,86,54,38,0,24,0,0,1,64,0,40,82,109,1,0,47,51,0,60,0
77,Patterson,Andre,99,None,Defensive Linemen,0,86,38,36,40,32,0,0,0,0,3,21,71,110,1,0,48,0,43,48,0
78,Maalouf,Marwan,99,None,Offensive Linemen,0,6,33,21,49,0,0,0,1,61,0,82,51,94,1,0,29,30,0,33,0
79,Uyeyama,Mark,99,None,Strength,0,0,0,0,0,0,58,44,0,0,0,0,0,94,1,0,0,0,0,0,50
80,Belichick,Bill,99,None,Secondary,0,88,61,72,65,59,0,0,0,0,4,35,68,118,1,0,67,0,59,63,0
81,McDaniels,Josh,99,None,Quarterbacks,0,26,60,34,59,38,0,0,1,66,0,63,61,94,1,0,42,46,0,51,0
82,Belichick,Stephen,99,None,Secondary,0,49,53,66,52,14,0,0,0,0,4,73,0,83,1,0,48,0,45,46,0
83,Achord,Cameron,99,None,Quarterbacks,0,85,34,69,88,37,0,0,1,0,1,88,33,83,1,0,65,0,57,52,0
84,Cabrera,Moses,99,None,Strength,0,0,0,0,0,0,63,40,0,0,0,0,0,92,1,0,0,0,0,0,49
85,Payton,Sean,99,None,Quarterbacks,0,19,0,58,68,58,0,0,1,66,0,43,59,107,1,0,43,29,0,23,0
86,Carmichael,Pete,99,None,Quarterbacks,0,41,68,30,1,10,0,0,1,65,0,49,1,99,1,0,29,40,0,46,0
87,Allen,Dennis,99,None,Secondary,0,55,80,14,48,10,0,0,0,0,4,51,50,98,1,0,40,0,48,62,0
88,Campbell,Dan,99,None,Tight Ends,0,26,26,56,76,57,0,0,1,61,0,21,21,94,1,0,41,29,0,26,0
89,Dalrymple,Dan,99,None,Strength,0,0,0,0,0,0,25,23,0,0,0,0,0,105,1,0,0,0,0,0,25
90,Judge,Joe,99,None,Linebackers,0,16,31,61,16,17,0,0,1,62,2,60,60,89,1,0,39,30,0,33,0
91,Garrett,Jason,99,None,Quarterbacks,0,40,28,56,27,30,0,0,2,66,0,65,22,104,1,0,40,38,0,32,0
92,Graham,Patrick,99,None,Linebackers,0,84,49,34,24,17,0,0,0,0,2,55,66,91,1,0,46,0,50,55,0
93,McGaughey,Thomas,99,None,Secondary,0,27,0,36,8,23,0,0,0,0,2,27,29,97,1,0,24,0,18,14,0
94,Fitzgerald,Craig,99,None,Strength,0,0,0,0,0,0,36,24,0,0,0,0,0,98,1,0,0,0,0,0,29
95,Gase,Adam,99,None,Wide Receivers,0,36,75,55,33,32,0,0,2,65,0,88,4,92,1,0,42,54,0,53,0
96,Loggains,Dowell,99,None,Quarterbacks,0,23,54,49,56,33,0,0,2,68,0,81,64,90,1,0,45,46,0,48,0
97,Bush,Frank,99,None,Linebackers,0,20,73,11,71,2,0,0,0,0,1,44,48,107,1,0,34,0,35,51,0
98,Jefferson,Shawn,99,None,Wide Receivers,0,9,34,36,14,52,0,0,2,64,0,79,19,101,1,0,25,39,0,28,0
99,Galac,Justus,99,None,Strength,0,0,0,0,0,0,14,12,0,0,0,0,0,90,1,0,0,0,0,0,13
100,Gruden,Jon,99,None,Wide Receivers,0,45,0,21,63,21,0,0,4,61,0,44,30,107,1,0,32,26,0,22,0
101,Olson,Greg,99,None,Quarterbacks,0,4,68,74,63,27,0,0,4,59,0,30,11,107,1,0,44,29,0,38,0
102,Guenther,Paul,99,None,Linebackers,0,36,66,18,9,32,0,0,0,0,3,69,29,99,1,0,28,0,48,48,0
103,Bisaccia,Rich,99,None,Running Backs,0,68,25,16,23,4,0,0,4,68,0,62,67,110,1,0,35,38,0,42,0
104,Neibel,A.J.,99,None,Strength,0,0,0,0,0,0,12,14,0,0,0,0,0,97,1,0,0,0,0,0,12
105,Pederson,Doug,99,None,Quarterbacks,0,44,33,44,45,45,0,0,2,58,0,88,65,102,1,0,42,50,0,42,0
106,Taylor,Press,99,None,Quarterbacks,0,89,91,0,63,86,0,0,2,66,0,56,38,82,1,0,44,74,0,72,0
107,Schwartz,Jim,99,None,Linebackers,0,84,49,47,0,52,0,0,0,0,3,70,4,104,1,0,39,0,58,49,0
108,Staley,Duce,99,None,Running Backs,0,34,43,97,79,45,0,0,2,64,0,53,68,95,1,0,64,41,0,44,0
109,Hingst,Josh,99,None,Strength,0,0,0,0,0,0,15,24,0,0,0,0,0,91,1,0,0,0,0,0,20
110,Tomlin,Mike,99,None,Secondary,0,58,45,52,16,30,0,0,0,0,1,37,36,98,1,0,41,0,41,43,0
111,Fichtner,Randy,99,None,Quarterbacks,0,77,99,3,3,0,0,0,6,69,0,76,18,107,1,0,32,57,0,69,0
112,Butler,Keith,99,None,Linebackers,0,65,87,22,16,54,0,0,0,0,1,26,58,114,1,0,39,0,54,62,0
113,Mitchell,John,99,None,Defensive Linemen,0,48,19,35,90,69,0,0,0,0,1,86,54,119,1,0,47,0,52,40,0
114,Giemont,Garrett,99,None,Strength,0,0,0,0,0,0,80,31,0,0,0,0,0,114,1,0,0,0,0,0,55
115,Lynn,Anthony,99,None,Running Backs,0,55,30,60,47,35,0,0,2,68,0,83,68,102,1,0,52,47,0,43,0
116,Steichen,Shane,99,None,Quarterbacks,0,61,66,68,44,1,0,0,2,63,0,63,18,85,1,0,54,44,0,56,0
117,Bradley,Gus,99,None,Linebackers,0,34,26,46,37,17,0,0,0,0,3,30,18,104,1,0,31,0,22,26,0
118,Stewart,George,99,None,Wide Receivers,0,26,42,31,37,50,0,0,4,61,0,85,36,112,1,0,34,47,0,41,0
119,Lott,John,99,None,Strength,0,0,0,0,0,0,16,18,0,0,0,0,0,106,1,0,0,0,0,0,18
120,Carroll,Pete,99,None,Secondary,0,66,48,37,69,74,0,0,0,0,3,44,62,119,1,0,51,0,57,54,0
121,Schottenheimer,Brian,99,None,Quarterbacks,0,64,26,60,63,74,0,0,3,68,0,67,84,97,1,0,58,56,0,47,0
122,Norton,Ken,99,None,Linebackers,0,64,1,63,85,26,0,0,0,0,3,31,12,104,1,0,49,0,27,25,0
123,Hurtt,Clint,99,None,Defensive Linemen,0,88,86,0,15,46,0,0,0,0,3,54,21,92,1,0,33,0,64,65,0
124,Lewis,Ivan,99,None,Strength,0,0,0,0,0,0,93,20,0,0,0,0,0,92,1,0,0,0,0,0,52
125,Shanahan,Kyle,99,None,Quarterbacks,0,0,0,8,51,9,0,0,2,58,0,8,49,91,1,0,16,5,0,9,0
126,McDaniel,Mike,99,None,Wide Receivers,0,88,86,23,9,67,0,0,2,64,0,79,63,87,1,0,46,76,0,73,0
127,Saleh,Robert,99,None,Linebackers,0,33,58,50,22,12,0,0,0,0,3,54,49,91,1,0,39,0,36,43,0
128,Embree,Jon,99,None,Tight Ends,0,0,66,79,0,54,0,0,2,64,0,8,59,105,1,0,42,31,0,41,0
129,Perry,Dustin,99,None,Strength,0,0,0,0,0,0,64,66,0,0,0,0,0,84,1,0,0,0,0,0,63
130,McVay,Sean,99,None,Wide Receivers,0,61,29,5,85,13,0,0,3,59,0,51,30,84,1,0,35,36,0,38,0
131,O'Connell,Kevin,99,None,Quarterbacks,0,17,0,50,75,47,0,0,3,68,0,24,0,85,1,0,33,20,0,12,0
132,Staley,Brandon,99,None,Secondary,0,72,31,49,17,8,0,0,0,0,2,93,43,88,1,0,45,0,48,47,0
133,Barry,Joe,99,None,Linebackers,0,0,0,71,23,67,0,0,0,0,2,19,56,100,1,0,35,0,21,12,0
134,Lovett,Justin,99,None,Strength,0,0,0,0,0,0,25,45,0,0,0,0,0,93,1,0,0,0,0,0,36
135,Arians,Bruce,99,None,Running Backs,0,24,45,24,41,73,0,0,6,61,0,24,27,118,1,0,26,38,0,31,0
136,Leftwich,Byron,99,None,Quarterbacks,0,60,51,60,17,61,0,0,6,68,0,83,76,90,1,0,53,60,0,56,0
137,Bowles,Todd,99,None,Secondary,0,87,10,45,15,24,0,0,0,0,1,55,31,107,1,0,40,0,40,33,0
138,Goodwin,Harold,99,None,Offensive Linemen,0,45,73,55,0,26,0,0,1,68,0,60,63,97,1,0,44,49,0,55,0
139,Piroli,Anthony,99,None,Strength,0,0,0,0,0,0,62,51,0,0,0,0,0,86,1,0,0,0,0,0,51
140,Vrabel,Mike,99,None,Linebackers,0,17,0,20,0,20,0,0,0,0,2,49,13,95,1,0,13,0,19,12,0
141,Smith,Arthur,99,None,Tight Ends,0,75,73,38,80,5,0,0,1,64,0,84,14,88,1,0,52,55,0,62,0
142,Bowen,Shane,99,None,Linebackers,0,66,24,37,86,16,0,0,0,0,2,2,25,84,1,0,43,0,25,31,0
143,Aukerman,Craig,99,None,Secondary,0,35,82,22,88,18,0,0,0,0,2,30,11,93,1,0,38,0,37,49,0
144,Piraino,Frank,99,None,Strength,0,0,0,0,0,0,34,44,0,0,0,0,0,92,1,0,0,0,0,0,37
145,Rivera,Ron,99,None,Linebackers,0,42,14,55,44,39,0,0,1,62,3,36,12,108,1,0,37,28,0,24,0
146,Turner,Scott,99,None,Quarterbacks,0,48,0,50,67,34,0,0,1,68,0,0,15,88,1,0,39,19,0,17,0
147,Del Rio,Jack,99,None,Linebackers,0,2,7,6,9,43,0,0,0,0,3,29,61,107,1,0,12,0,20,14,0
148,Kaczor,Nate,99,None,Offensive Linemen,0,66,63,64,60,0,0,0,1,58,0,26,29,101,1,0,55,38,0,52,0
149,Englehart,Chad,99,None,Strength,0,0,0,0,0,0,0,21,0,0,0,0,0,89,1,0,0,0,0,0,10
150,Stefanski,Kevin,99,None,Quarterbacks,0,0,0,3,13,39,0,0,6,63,0,0,0,88,1,0,3,8,0,1,0
151,Van Pelt,Alex,99,None,Quarterbacks,0,34,14,85,30,23,0,0,6,61,0,86,13,100,1,0,45,35,0,28,0
152,Woods,Joe,99,None,Secondary,0,89,82,1,0,3,0,0,0,0,4,40,23,100,1,0,31,0,50,64,0
153,Priefer,Mike,99,None,Defensive Linemen,0,40,3,80,0,1,0,0,1,64,4,77,22,104,1,0,41,27,0,22,0
154,Jackson,Larry,99,None,Strength,0,0,0,0,0,0,10,46,0,0,0,0,0,99,1,0,0,0,0,0,29
155,Crennel,Romeo,99,None,Defensive Linemen,0,66,42,34,51,70,0,0,1,64,2,40,74,123,1,0,47,53,0,51,0
156,Kelly,Tim,99,None,Tight Ends,0,79,38,91,94,29,0,0,4,66,0,58,52,84,1,0,72,48,0,50,0
157,Weaver,Anthony,99,None,Defensive Linemen,0,93,41,28,27,24,0,0,0,0,2,46,57,90,1,0,43,0,49,50,0
158,Smith,Tracy,99,None,Tight Ends,0,43,58,35,60,91,0,0,4,59,0,48,76,88,1,0,44,56,0,50,0
159,Eubanks,Mike,99,None,Strength,0,0,0,0,0,0,11,43,0,0,0,0,0,89,1,0,0,0,0,0,29
160,Finn,Colby,99,None,Offensive Linemen,0,0,29,39,4,46,0,0,3,65,0,1,44,102,1,0,24,21,0,23,0
161,Hinson,Greg,99,None,Wide Receivers,0,79,63,50,42,58,0,0,4,59,0,37,45,91,1,0,51,56,0,56,0
162,Malone,John,99,None,Offensive Linemen,0,27,5,85,53,36,0,0,6,66,0,45,76,93,1,0,52,27,0,26,0
163,Swift,Julian,99,None,Running Backs,0,14,54,79,16,17,0,0,6,66,0,62,57,104,1,0,44,35,0,42,0
164,Hurst,Elliot,99,None,Wide Receivers,0,46,77,53,8,46,0,0,6,68,0,53,31,94,1,0,43,53,0,56,0
165,Sanderson,Avery,99,None,Linebackers,0,0,5,55,25,0,0,0,0,0,1,50,22,100,1,0,27,0,14,13,0
166,Hoffman,Stanley,99,None,Linebackers,0,1,1,55,70,15,0,0,0,0,1,4,59,97,1,0,37,0,6,13,0
167,Foreman,Kaden,99,None,Secondary,0,0,31,65,37,14,0,0,0,0,4,53,70,92,1,0,43,0,26,32,0
168,Meier,Bruce,99,None,Strength,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,2
169,Delatorre,Darryl,99,None,Defensive Linemen,0,16,11,43,12,17,0,0,0,0,2,30,72,99,1,0,30,0,18,22,0
170,Ireson,Omar,99,None,Offensive Linemen,0,0,11,83,51,0,0,0,3,61,0,36,28,104,1,0,43,12,0,18,0
171,Andersen,O.J.,99,None,Strength,0,0,0,0,0,0,0,5,0,0,0,0,0,106,1,0,0,0,0,0,8
172,Anthony,James,99,None,Quarterbacks,0,52,1,64,17,0,0,0,2,64,0,34,56,87,1,0,42,21,0,24,0
173,Yeh,Trevor,99,None,Tight Ends,0,87,98,0,50,63,0,0,3,65,0,88,9,94,1,0,40,77,0,75,0
174,Glover,Bob,99,None,Offensive Linemen,0,75,71,8,77,25,0,0,5,67,0,50,56,100,1,0,44,53,0,62,0
175,Carr,J.J.,99,None,Secondary,0,54,24,33,40,14,0,0,0,0,4,52,57,105,1,0,38,0,35,35,0
176,Hornbaker,Vincent,99,None,Strength,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0,5
177,Richmond,Mickey,99,None,Strength,0,0,0,0,0,0,69,78,0,0,0,0,0,102,1,0,0,0,0,0,72
178,Perez,Rodolfo,99,None,Strength,0,0,0,0,0,0,62,65,0,0,0,0,0,103,1,0,0,0,0,0,61
179,Pearson,Kelly,99,None,Wide Receivers,0,64,38,61,72,49,0,0,6,66,0,24,10,85,1,0,48,38,0,37,0
180,Harper,Jose,99,None,Quarterbacks,0,51,0,44,56,59,0,0,2,63,0,0,41,100,1,0,37,26,0,19,0
181,Coffey,Charlie,99,None,Strength,0,0,0,0,0,0,0,11,0,0,0,0,0,96,1,0,0,0,0,0,8
182,Fitzgerald,Amari,99,None,Strength,0,0,0,0,0,0,18,21,0,0,0,0,0,86,1,0,0,0,0,0,17
183,Madison,William,99,None,Strength,0,0,0,0,0,0,30,27,0,0,0,0,0,90,1,0,0,0,0,0,27
184,Burbank,Pete,99,None,Strength,0,0,0,0,0,0,0,82,0,0,0,0,0,86,1,0,0,0,0,0,44
185,Dennis,Bennett,99,None,Secondary,0,49,96,27,27,80,0,0,0,0,3,6,29,92,1,0,36,0,55,57,0
186,Lang,Cory,99,None,Tight Ends,0,14,80,79,43,49,0,0,1,68,0,62,75,88,1,0,55,50,0,59,0
187,Grant,Kerry,99,None,Secondary,0,45,68,80,62,63,0,0,0,0,1,52,24,102,1,0,58,0,53,51,0
188,Carpenter,Griffin,99,None,Defensive Linemen,0,23,0,31,68,4,0,0,0,0,3,19,79,82,1,0,35,0,13,20,0
189,Brock,Drake,99,None,Quarterbacks,0,46,70,0,1,48,0,0,5,60,0,91,45,98,1,0,26,60,0,57,0
190,Zimmerman,Matthew,99,None,Linebackers,0,1,6,45,13,0,0,0,0,0,1,45,10,84,1,0,19,0,10,9,0
191,Falls,Tito,99,None,Defensive Linemen,0,70,85,16,0,56,0,0,0,0,3,69,1,86,1,0,32,0,65,61,0
192,Roberts,Tim,99,None,Strength,0,0,0,0,0,0,0,20,0,0,0,0,0,86,1,0,0,0,0,0,12
193,Garrett,Demetrius,99,None,Tight Ends,0,0,0,83,62,42,0,0,4,64,0,0,37,88,1,0,44,12,0,11,0
194,Small,Will,99,None,Running Backs,0,17,41,33,46,50,0,0,1,58,0,47,27,99,1,0,30,37,0,33,0
195,Schlabaugh,Mason,99,None,Strength,0,0,0,0,0,0,0,39,0,0,0,0,0,98,1,0,0,0,0,0,20
196,Rodriguez,Ben,99,None,Strength,0,0,0,0,0,0,73,45,0,0,0,0,0,102,1,0,0,0,0,0,58
197,Massengill,James,99,None,Tight Ends,0,50,61,18,48,36,0,0,1,66,0,21,47,108,1,0,36,40,0,48,0
198,Dobler,Tracy,99,None,Quarterbacks,0,0,0,45,19,0,0,0,2,59,0,24,39,82,1,0,23,8,0,11,0
199,Sersland,Jonah,99,None,Linebackers,0,58,1,55,12,31,0,0,0,0,1,0,74,91,1,0,40,0,23,24,0
200,Warren,Bruce,99,None,Linebackers,0,63,12,20,16,27,0,0,0,0,2,50,16,98,1,0,25,0,33,25,0
201,Monroe,Xavier,99,None,Secondary,0,34,46,44,47,40,0,0,0,0,2,66,54,86,1,0,42,0,44,45,0
202,Jongeling,Rodney,99,None,Strength,0,0,0,0,0,0,13,26,0,0,0,0,0,95,1,0,0,0,0,0,20
203,Ramirez,Stanley,99,None,Running Backs,0,36,29,26,40,42,0,0,1,58,0,9,87,103,1,0,36,30,0,33,0
204,Shonek,Alan,99,None,Secondary,0,0,0,3,17,23,0,0,0,0,3,32,41,85,1,0,10,0,15,10,0
205,Okobi,Bob,99,None,Strength,0,0,0,0,0,0,34,45,0,0,0,0,0,102,1,0,0,0,0,0,38
206,Starks,Jonah,99,None,Strength,0,0,0,0,0,0,33,27,0,0,0,0,0,106,1,0,0,0,0,0,30
207,McDermott,Rob,99,None,Quarterbacks,0,36,85,60,1,23,0,0,6,65,0,50,0,88,1,0,39,46,0,52,0
208,Polifka,Kirk,99,None,Secondary,0,59,45,91,34,47,0,0,0,0,3,48,40,86,1,0,57,0,47,45,0
209,Gannon,Connor,99,None,Quarterbacks,0,39,88,18,78,53,0,0,6,61,0,60,9,97,1,0,36,54,0,55,0
210,Kirk,Norm,99,None,Strength,0,0,0,0,0,0,33,51,0,0,0,0,0,94,1,0,0,0,0,0,41
211,Carswell,Edward,99,None,Defensive Linemen,0,67,57,30,22,40,0,0,0,0,3,46,54,90,1,0,39,0,49,49,0
212,Conkel,Juan,99,None,Linebackers,0,65,94,75,0,14,0,0,0,0,2,69,11,88,1,0,51,0,55,65,0
