Player_ID,Last_Name,First_Name,Junior_Flag,Nickname,Position,Player_of_Game_Count,Championship_Rings,Player_of_the_Week_Count,Player_of_the_Week_Win,Height,Weight,Hall_of_Fame_Flag,Year_Inducted,Percentage_of_Vote,Chosen_Team,Year_Born,Month_Born,Day_Born,College,Draft_Round,Drafted_Position,Drafted_By,Draft_Year,4th_Quarter_Comebacks,Quarterback_Wins,Quarterback_Losses,Quarterback_Ties,Home_Town,Home_State,Career_Games_Played,Number_of_Seasons,Season_1_Pointer_to_Player_Year_Data,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,SP_8,SP_9,SP_10,SP_11,SP_12,SP_13,SP_14,SP_15,SP_16,SP_17,SP_18,SP_19,SP_20,Season_1_Year,SY_2,SY_3,SY_4,SY_5,SY_6,SY_7,SY_8,SY_9,SY_10,SY_11,SY_12,SY_13,SY_14,SY_15,SY_16,SY_17,SY_18,SY_19,SY_20
32,Brown,Duane,0,,LT,0,1,2,0,76,315,0,0,0,0,1985,8,30,39,1,26,31,2008,0,0,0,0,12721,46,20,1,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Campbell,Calais,0,,RDT,0,0,0,0,80,300,0,0,0,0,1986,9,1,34,2,19,0,2008,0,0,0,0,1794,6,0,1,736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Carr,Brandon,0,,RCB,0,0,0,0,72,210,0,0,0,0,1986,5,19,307,5,5,13,2008,0,0,0,0,5535,22,19,2,759,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Flacco,Joe,0,,QB,0,0,0,0,78,245,0,0,0,0,1985,1,16,137,1,18,2,2008,0,0,0,0,7659,30,0,1,782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Folk,Nick,0,,K,1,0,15,0,73,213,0,0,0,0,1984,11,5,66,6,4,7,2007,0,0,0,0,1137,5,70,4,805,161,69,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Henne,Chad,0,,QB,0,0,0,0,75,222,0,0,0,0,1985,7,2,13,2,26,14,2008,0,0,0,0,10501,38,2,1,851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Incognito,Richie,0,,LG,0,0,0,0,75,308,0,0,0,0,1983,7,5,26,3,17,26,2005,0,0,0,0,7711,30,5,1,874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Jackson,DeSean,0,,FL,0,0,1,0,70,175,0,0,0,0,1986,12,1,68,2,18,21,2008,0,0,0,0,869,5,34,2,897,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Jansen,J.J.,0,,LS,0,0,0,0,74,235,0,0,0,0,1986,1,20,110,0,0,-1,0,0,0,0,0,422,3,16,1,920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Kern,Brett,0,,P,0,0,0,0,74,214,0,0,0,0,1986,2,17,64,0,0,-1,0,0,0,0,0,8161,32,23,2,943,207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Peterson,Adrian,0,,RB,0,0,0,0,73,220,0,0,0,0,1985,3,21,28,1,7,15,2007,0,0,0,0,11855,43,12,1,966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Ryan,Matt,0,,QB,32,0,51,7,77,227,0,0,0,0,1985,5,17,33,1,3,1,2008,8,40,25,2,10333,38,67,4,989,230,92,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Slater,Matthew,0,,SE,0,0,0,0,72,205,0,0,0,0,1985,9,9,72,5,18,16,2008,0,0,0,0,1145,5,1,1,1012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Amendola,Danny,0,,FL,0,0,1,0,71,185,0,0,0,0,1985,11,2,32,0,0,-1,0,0,0,0,0,11554,43,16,1,1035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Cook,Jared,0,,TE,0,0,0,0,77,254,0,0,0,0,1987,4,7,79,3,25,28,2009,0,0,0,0,2383,10,17,1,1058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Daniel,Chase,0,,QB,0,0,0,0,72,225,0,0,0,0,1986,10,7,25,0,0,-1,0,0,0,0,0,11764,43,9,2,1081,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Dotson,Demar,0,,RT,0,0,0,0,81,324,0,0,0,0,1985,10,11,52,0,0,-1,0,0,0,0,0,4700,18,20,3,1104,276,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Edelman,Julian,0,,SE,0,0,1,0,70,198,0,0,0,0,1986,5,22,59,7,23,16,2009,0,0,0,0,1307,5,51,3,1127,299,138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Harris,Clark,0,,LS,0,0,0,0,77,250,0,0,0,0,1984,7,10,36,7,33,10,2007,0,0,0,0,7502,30,16,1,1150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Hoyer,Brian,0,,QB,0,0,0,0,74,216,0,0,0,0,1985,10,13,14,0,0,-1,0,0,0,0,0,9118,35,2,2,1173,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Huber,Kevin,0,,P,0,0,0,0,73,210,0,0,0,0,1985,7,16,47,5,6,6,2009,0,0,0,0,9080,35,62,5,1196,345,161,69,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,2023,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Jenkins,Malcolm,0,,SS,0,0,1,0,72,204,0,0,0,0,1987,12,20,17,1,14,17,2009,0,0,0,0,7515,30,42,3,1219,368,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Mack,Alex,0,,C,0,0,2,0,76,311,0,0,0,0,1985,11,19,68,1,21,30,2009,0,0,0,0,1129,5,16,2,1242,391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,McCourty,Jason,0,,LCB,0,0,0,0,72,195,0,0,0,0,1987,8,13,36,6,30,28,2009,0,0,0,0,8166,32,15,1,1265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,McCoy,LeSean,0,,RB,0,0,0,0,71,210,0,0,0,0,1988,7,12,35,2,21,21,2009,0,0,0,0,10331,38,0,1,1288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Morstead,Thomas,0,,P,0,0,0,0,76,235,0,0,0,0,1986,3,8,91,5,28,17,2009,0,0,0,0,11543,43,80,5,1311,414,207,92,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,2023,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Stafford,Matthew,0,,QB,20,0,37,3,75,220,0,0,0,0,1988,2,7,77,1,1,9,2009,5,26,31,0,2068,9,57,4,1334,437,230,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Succop,Ryan,0,,K,0,0,4,0,75,218,0,0,0,0,1986,9,19,79,7,47,13,2009,0,0,0,0,8786,33,15,2,1357,460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Alualu,Tyson,0,,LDT,0,0,0,0,75,304,0,0,0,0,1987,5,12,68,1,10,12,2010,0,0,0,0,2696,11,34,3,1380,483,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Atkins,Geno,0,,LDT,0,0,3,0,73,300,0,0,0,0,1988,3,28,77,4,22,6,2010,0,0,0,0,2093,9,49,3,1403,506,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Bulaga,Bryan,0,,RT,0,0,0,0,77,314,0,0,0,0,1989,3,21,12,1,23,10,2010,0,0,0,0,2998,13,48,3,1449,552,299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Colquitt,Britton,0,,P,0,0,0,0,75,210,0,0,0,0,1985,3,20,80,0,0,-1,0,0,0,0,0,11215,42,49,3,1472,575,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Cox,Morgan,0,,LS,0,0,0,0,76,235,0,0,0,0,1986,4,26,80,0,0,-1,0,0,0,0,0,11222,42,34,2,1495,598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Dunlap,Carlos,0,,LDE,0,1,1,0,78,285,0,0,0,0,1989,2,28,76,2,22,6,2010,0,0,0,0,11027,40,37,2,1518,621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Gano,Graham,0,,K,0,0,17,0,74,202,0,0,0,0,1987,4,9,3,0,0,-1,0,0,0,0,0,0,0,65,5,1541,644,345,138,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,2023,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Graham,Brandon,0,,LDE,0,0,0,0,74,265,0,0,0,0,1988,4,3,13,1,13,21,2010,0,0,0,0,5477,22,7,2,1564,667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Graham,Jimmy,0,,TE,0,0,0,0,79,260,0,0,0,0,1986,11,24,34,3,31,17,2010,0,0,0,0,8712,33,34,2,1587,690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Griffen,Everson,0,,LDE,0,0,3,0,75,273,0,0,0,0,1987,12,22,73,4,2,15,2010,0,0,0,0,466,3,32,2,1610,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Haden,Joe,0,,LCB,0,0,1,0,71,195,0,0,0,0,1989,4,14,76,1,7,30,2010,0,0,0,0,5100,20,35,2,1633,736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Hughes,Jerry,0,,LDE,1,0,5,0,74,254,0,0,0,0,1988,8,13,92,1,31,11,2010,0,0,0,0,11524,43,33,2,1656,759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Iupati,Mike,0,,LG,0,1,2,0,77,331,0,0,0,0,1987,5,12,42,1,17,25,2010,0,0,0,0,0,0,37,2,1679,782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Jackson,Kareem,0,,SS,0,0,0,0,71,193,0,0,0,0,1988,4,10,82,1,20,31,2010,0,0,0,0,2508,10,14,1,1702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Joseph,Linval,0,,RDT,0,0,1,0,76,329,0,0,0,0,1988,10,10,48,2,14,18,2010,0,0,0,0,0,0,34,2,1725,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Lee,Sean,0,,MLB,0,0,0,0,74,245,0,0,0,0,1986,7,22,18,2,23,7,2010,0,0,0,0,10332,38,0,2,1748,828,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,McCourty,Devin,0,,SS,1,0,5,1,71,200,0,0,0,0,1987,8,13,36,1,27,16,2010,0,0,0,0,8418,32,49,4,1771,851,368,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2020,2021,2022,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
